"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","is_central","task","trial","dataset","group_id","subject","confidence"
"5655",5655,"Soldiers",333,"Repub",300,600,800,4486,"C","decentralized",1,2,"",300,800,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","333C1decentralized2Repub",NA
"5656",5656,"Unemployment",337,"Repub",10,-10,-8,-46,"C","decentralized",1,2,"",10,-8,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","337C1decentralized2Repub",NA
"5657",5657,"Military",332,"Repub",20,20,20,15,"C","decentralized",1,2,"",20,20,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","332C1decentralized2Repub",NA
"5658",5658,"Immigration",335,"Repub",7,7,8,-27.8,"C","decentralized",1,2,"",7,8,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","335C1decentralized2Repub",NA
"5659",5659,"Soldiers",316,"Repub",5000,2000,2500,4486,"C","decentralized",1,2,"",5000,2500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","316C1decentralized2Repub",NA
"5660",5660,"Unemployment",325,"Repub",-3,2.5,-5,-46,"C","decentralized",1,2,"",-3,-5,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","325C1decentralized2Repub",NA
"5661",5661,"Immigration",325,"Repub",30,14,7,-27.8,"C","decentralized",1,2,"",30,7,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","325C1decentralized2Repub",NA
"5662",5662,"Military",325,"Repub",14,14,16,15,"C","decentralized",1,2,"",14,16,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","325C1decentralized2Repub",NA
"5663",5663,"Military",315,"Repub",10000,50,60,15,"C","decentralized",1,2,"1",10000,60,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","315C1decentralized2Repub",NA
"5664",5664,"Unemployment",321,"Repub",-6,NA,NA,-46,"C","decentralized",1,2,"",-6,NA,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","321C1decentralized2Repub",NA
"5665",5665,"Military",321,"Repub",NA,NA,NA,15,"C","decentralized",1,2,"",NA,NA,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","321C1decentralized2Repub",NA
"5666",5666,"Military",316,"Repub",35,20,20,15,"C","decentralized",1,2,"",35,20,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","316C1decentralized2Repub",NA
"5667",5667,"Military",322,"Repub",34,27,28.75,15,"C","decentralized",1,2,"",34,28.75,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","322C1decentralized2Repub",NA
"5668",5668,"Unemployment",324,"Repub",5,-3,-3,-46,"C","decentralized",1,2,"",5,-3,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","324C1decentralized2Repub",NA
"5669",5669,"Unemployment",341,"Repub",5,5,-5,-46,"C","decentralized",1,2,"",5,-5,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","341C1decentralized2Repub",NA
"5670",5670,"Military",324,"Repub",50,50,21,15,"C","decentralized",1,2,"",50,21,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","324C1decentralized2Repub",NA
"5671",5671,"Immigration",337,"Repub",3,15,15,-27.8,"C","decentralized",1,2,"",3,15,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","337C1decentralized2Repub",NA
"5672",5672,"Military",337,"Repub",33,31,31,15,"C","decentralized",1,2,"",33,31,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","337C1decentralized2Repub",NA
"5673",5673,"Unemployment",323,"Repub",-3,2,4,-46,"C","decentralized",1,2,"",-3,4,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","323C1decentralized2Repub",NA
"5674",5674,"Unemployment",348,"Repub",10,-1,-0.6,-46,"C","decentralized",1,2,"",10,-0.6,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","348C1decentralized2Repub",NA
"5675",5675,"Immigration",348,"Repub",12,14,16,-27.8,"C","decentralized",1,2,"",12,16,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","348C1decentralized2Repub",NA
"5676",5676,"Immigration",336,"Repub",50,40,40,-27.8,"C","decentralized",1,2,"",50,40,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","336C1decentralized2Repub",NA
"5677",5677,"Military",336,"Repub",30,30,30,15,"C","decentralized",1,2,"",30,30,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","336C1decentralized2Repub",NA
"5678",5678,"Soldiers",336,"Repub",8000,3500,3500,4486,"C","decentralized",1,2,"",8000,3500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","336C1decentralized2Repub",NA
"5679",5679,"Soldiers",321,"Repub",NA,NA,NA,4486,"C","decentralized",1,2,"",NA,NA,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","321C1decentralized2Repub",NA
"5680",5680,"Immigration",320,"Repub",20,25,20,-27.8,"C","decentralized",1,2,"",20,20,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","320C1decentralized2Repub",NA
"5681",5681,"Military",320,"Repub",40,54,50,15,"C","decentralized",1,2,"",40,50,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","320C1decentralized2Repub",NA
"5682",5682,"Immigration",324,"Repub",2,4,4,-27.8,"C","decentralized",1,2,"",2,4,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","324C1decentralized2Repub",NA
"5683",5683,"Soldiers",322,"Repub",3859,4500,3895,4486,"C","decentralized",1,2,"",3859,3895,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","322C1decentralized2Repub",NA
"5684",5684,"Unemployment",327,"Repub",-3,NA,-3,-46,"C","decentralized",1,2,"",-3,-3,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","327C1decentralized2Repub",NA
"5685",5685,"Immigration",327,"Repub",13,17,18,-27.8,"C","decentralized",1,2,"",13,18,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","327C1decentralized2Repub",NA
"5686",5686,"Military",327,"Repub",19,18,18,15,"C","decentralized",1,2,"",19,18,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","327C1decentralized2Repub",NA
"5687",5687,"Soldiers",327,"Repub",3000,4500,4500,4486,"C","decentralized",1,2,"",3000,4500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","327C1decentralized2Repub",NA
"5688",5688,"Unemployment",328,"Repub",-5,-2,-2,-46,"C","decentralized",1,2,"",-5,-2,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","328C1decentralized2Repub",NA
"5689",5689,"Immigration",328,"Repub",15,2,1,-27.8,"C","decentralized",1,2,"",15,1,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","328C1decentralized2Repub",NA
"5690",5690,"Military",328,"Repub",45,10,7,15,"C","decentralized",1,2,"",45,7,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","328C1decentralized2Repub",NA
"5691",5691,"Soldiers",328,"Repub",5000,4000,4000,4486,"C","decentralized",1,2,"",5000,4000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","328C1decentralized2Repub",NA
"5692",5692,"Unemployment",320,"Repub",10,15,7,-46,"C","decentralized",1,2,"",10,7,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","320C1decentralized2Repub",NA
"5693",5693,"Immigration",316,"Repub",15,10,10,-27.8,"C","decentralized",1,2,"",15,10,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","316C1decentralized2Repub",NA
"5694",5694,"Unemployment",345,"Repub",-1,-1,-1.5,-46,"C","decentralized",1,2,"",-1,-1.5,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","345C1decentralized2Repub",NA
"5695",5695,"Unemployment",332,"Repub",25,12,12,-46,"C","decentralized",1,2,"",25,12,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","332C1decentralized2Repub",NA
"5696",5696,"Immigration",332,"Repub",15,12,15000,-27.8,"C","decentralized",1,2,"3",15,15000,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","332C1decentralized2Repub",NA
"5697",5697,"Military",329,"Repub",5,25,25,15,"C","decentralized",1,2,"",5,25,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","329C1decentralized2Repub",NA
"5698",5698,"Soldiers",329,"Repub",25000,7000,8000,4486,"C","decentralized",1,2,"",25000,8000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","329C1decentralized2Repub",NA
"5699",5699,"Unemployment",335,"Repub",2.4,3.2,3.1,-46,"C","decentralized",1,2,"",2.4,3.1,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","335C1decentralized2Repub",NA
"5700",5700,"Military",340,"Repub",50,25,21,15,"C","decentralized",1,2,"",50,21,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","340C1decentralized2Repub",NA
"5701",5701,"Soldiers",340,"Repub",1200,5000,4500,4486,"C","decentralized",1,2,"",1200,4500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","340C1decentralized2Repub",NA
"5702",5702,"Unemployment",315,"Repub",22,12,11,-46,"C","decentralized",1,2,"",22,11,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","315C1decentralized2Repub",NA
"5703",5703,"Immigration",315,"Repub",65,7.3,35,-27.8,"C","decentralized",1,2,"",65,35,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","315C1decentralized2Repub",NA
"5704",5704,"Unemployment",317,"Repub",-3.8,-3.8,-3.8,-46,"C","decentralized",1,2,"",-3.8,-3.8,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","317C1decentralized2Repub",NA
"5705",5705,"Immigration",321,"Repub",NA,NA,NA,-27.8,"C","decentralized",1,2,"",NA,NA,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","321C1decentralized2Repub",NA
"5706",5706,"Unemployment",343,"Repub",8,8,7.78,-46,"C","decentralized",1,2,"",8,7.78,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","343C1decentralized2Repub",NA
"5707",5707,"Immigration",343,"Repub",29,7000,27,-27.8,"C","decentralized",1,2,"2",29,27,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","343C1decentralized2Repub",NA
"5708",5708,"Unemployment",329,"Repub",15,10,8,-46,"C","decentralized",1,2,"",15,8,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","329C1decentralized2Repub",NA
"5709",5709,"Immigration",329,"Repub",10,15,10,-27.8,"C","decentralized",1,2,"",10,10,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","329C1decentralized2Repub",NA
"5710",5710,"Unemployment",326,"Repub",-2,3,-3,-46,"C","decentralized",1,2,"",-2,-3,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","326C1decentralized2Repub",NA
"5711",5711,"Immigration",326,"Repub",10,10,10,-27.8,"C","decentralized",1,2,"",10,10,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","326C1decentralized2Repub",NA
"5712",5712,"Military",326,"Repub",20,20,19,15,"C","decentralized",1,2,"",20,19,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","326C1decentralized2Repub",NA
"5713",5713,"Soldiers",326,"Repub",1400,4000,4000,4486,"C","decentralized",1,2,"",1400,4000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","326C1decentralized2Repub",NA
"5714",5714,"Military",331,"Repub",25,22,NA,15,"C","decentralized",1,2,"",25,NA,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","331C1decentralized2Repub",NA
"5715",5715,"Soldiers",331,"Repub",450000,4500,4700,4486,"C","decentralized",1,2,"",450000,4700,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","331C1decentralized2Repub",NA
"5716",5716,"Military",348,"Repub",34,37,37,15,"C","decentralized",1,2,"",34,37,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","348C1decentralized2Repub",NA
"5717",5717,"Unemployment",349,"Repub",25,25,20,-46,"C","decentralized",1,2,"",25,20,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","349C1decentralized2Repub",NA
"5718",5718,"Immigration",349,"Repub",10,45,20,-27.8,"C","decentralized",1,2,"",10,20,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","349C1decentralized2Repub",NA
"5719",5719,"Unemployment",330,"Repub",12,12,10,-46,"C","decentralized",1,2,"",12,10,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","330C1decentralized2Repub",NA
"5720",5720,"Immigration",330,"Repub",30,25,20,-27.8,"C","decentralized",1,2,"",30,20,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","330C1decentralized2Repub",NA
"5721",5721,"Military",330,"Repub",70,5000,80,15,"C","decentralized",1,2,"2",70,80,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","330C1decentralized2Repub",NA
"5722",5722,"Soldiers",330,"Repub",1000,7000,5000,4486,"C","decentralized",1,2,"",1000,5000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","330C1decentralized2Repub",NA
"5723",5723,"Unemployment",338,"Repub",5,8,8,-46,"C","decentralized",1,2,"",5,8,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","338C1decentralized2Repub",NA
"5724",5724,"Unemployment",346,"Repub",8,-3,-1,-46,"C","decentralized",1,2,"",8,-1,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","346C1decentralized2Repub",NA
"5725",5725,"Immigration",346,"Repub",8,15,20,-27.8,"C","decentralized",1,2,"",8,20,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","346C1decentralized2Repub",NA
"5726",5726,"Military",346,"Repub",15,18,20,15,"C","decentralized",1,2,"",15,20,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","346C1decentralized2Repub",NA
"5727",5727,"Soldiers",346,"Repub",2000,2500,3500,4486,"C","decentralized",1,2,"",2000,3500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","346C1decentralized2Repub",NA
"5728",5728,"Unemployment",342,"Repub",-6,-33,-6,-46,"C","decentralized",1,2,"",-6,-6,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","342C1decentralized2Repub",NA
"5729",5729,"Immigration",342,"Repub",10,-10,NA,-27.8,"C","decentralized",1,2,"",10,NA,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","342C1decentralized2Repub",NA
"5730",5730,"Military",342,"Repub",5,10,15,15,"C","decentralized",1,2,"",5,15,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","342C1decentralized2Repub",NA
"5731",5731,"Soldiers",342,"Repub",5000,2500,4000,4486,"C","decentralized",1,2,"",5000,4000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","342C1decentralized2Repub",NA
"5732",5732,"Soldiers",319,"Repub",1600,2800,32000,4486,"C","decentralized",1,2,"",1600,32000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","319C1decentralized2Repub",NA
"5733",5733,"Unemployment",316,"Repub",-2,1,1.6,-46,"C","decentralized",1,2,"",-2,1.6,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","316C1decentralized2Repub",NA
"5734",5734,"Unemployment",339,"Repub",7.8,3.7,3.7,-46,"C","decentralized",1,2,"",7.8,3.7,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","339C1decentralized2Repub",NA
"5735",5735,"Immigration",339,"Repub",8,36,36,-27.8,"C","decentralized",1,2,"",8,36,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","339C1decentralized2Repub",NA
"5736",5736,"Military",339,"Repub",40,54,56,15,"C","decentralized",1,2,"",40,56,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","339C1decentralized2Repub",NA
"5737",5737,"Soldiers",339,"Repub",284,4486,4486,4486,"C","decentralized",1,2,"",284,4486,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","339C1decentralized2Repub",NA
"5738",5738,"Unemployment",340,"Repub",35,5,7,-46,"C","decentralized",1,2,"",35,7,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","340C1decentralized2Repub",NA
"5739",5739,"Immigration",340,"Repub",20,50,20,-27.8,"C","decentralized",1,2,"",20,20,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","340C1decentralized2Repub",NA
"5740",5740,"Unemployment",318,"Repub",-10,6,6,-46,"C","decentralized",1,2,"",-10,6,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","318C1decentralized2Repub",NA
"5741",5741,"Immigration",318,"Repub",10,8,15,-27.8,"C","decentralized",1,2,"",10,15,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","318C1decentralized2Repub",NA
