"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","task","trial","dataset"
"5693",5693,"Immigration",316,"Repub",15,10,10,-27.8,"C","decentralized",1,2,"",15,10,"Immigration","C1decentralized2Repub","becker 2019"
"5694",5694,"Unemployment",345,"Repub",-1,-1,-1.5,-46,"C","decentralized",1,2,"",-1,-1.5,"Unemployment","C1decentralized2Repub","becker 2019"
"5695",5695,"Unemployment",332,"Repub",25,12,12,-46,"C","decentralized",1,2,"",25,12,"Unemployment","C1decentralized2Repub","becker 2019"
"5696",5696,"Immigration",332,"Repub",15,12,15000,-27.8,"C","decentralized",1,2,"3",15,15000,"Immigration","C1decentralized2Repub","becker 2019"
"5697",5697,"Military",329,"Repub",5,25,25,15,"C","decentralized",1,2,"",5,25,"Military","C1decentralized2Repub","becker 2019"
"5698",5698,"Soldiers",329,"Repub",25000,7000,8000,4486,"C","decentralized",1,2,"",25000,8000,"Soldiers","C1decentralized2Repub","becker 2019"
"5699",5699,"Unemployment",335,"Repub",2.4,3.2,3.1,-46,"C","decentralized",1,2,"",2.4,3.1,"Unemployment","C1decentralized2Repub","becker 2019"
"5700",5700,"Military",340,"Repub",50,25,21,15,"C","decentralized",1,2,"",50,21,"Military","C1decentralized2Repub","becker 2019"
"5701",5701,"Soldiers",340,"Repub",1200,5000,4500,4486,"C","decentralized",1,2,"",1200,4500,"Soldiers","C1decentralized2Repub","becker 2019"
"5702",5702,"Unemployment",315,"Repub",22,12,11,-46,"C","decentralized",1,2,"",22,11,"Unemployment","C1decentralized2Repub","becker 2019"
"5703",5703,"Immigration",315,"Repub",65,7.3,35,-27.8,"C","decentralized",1,2,"",65,35,"Immigration","C1decentralized2Repub","becker 2019"
"5704",5704,"Unemployment",317,"Repub",-3.8,-3.8,-3.8,-46,"C","decentralized",1,2,"",-3.8,-3.8,"Unemployment","C1decentralized2Repub","becker 2019"
"5705",5705,"Immigration",321,"Repub",NA,NA,NA,-27.8,"C","decentralized",1,2,"",NA,NA,"Immigration","C1decentralized2Repub","becker 2019"
"5706",5706,"Unemployment",343,"Repub",8,8,7.78,-46,"C","decentralized",1,2,"",8,7.78,"Unemployment","C1decentralized2Repub","becker 2019"
"5707",5707,"Immigration",343,"Repub",29,7000,27,-27.8,"C","decentralized",1,2,"2",29,27,"Immigration","C1decentralized2Repub","becker 2019"
"5708",5708,"Unemployment",329,"Repub",15,10,8,-46,"C","decentralized",1,2,"",15,8,"Unemployment","C1decentralized2Repub","becker 2019"
"5709",5709,"Immigration",329,"Repub",10,15,10,-27.8,"C","decentralized",1,2,"",10,10,"Immigration","C1decentralized2Repub","becker 2019"
"5710",5710,"Unemployment",326,"Repub",-2,3,-3,-46,"C","decentralized",1,2,"",-2,-3,"Unemployment","C1decentralized2Repub","becker 2019"
"5711",5711,"Immigration",326,"Repub",10,10,10,-27.8,"C","decentralized",1,2,"",10,10,"Immigration","C1decentralized2Repub","becker 2019"
"5712",5712,"Military",326,"Repub",20,20,19,15,"C","decentralized",1,2,"",20,19,"Military","C1decentralized2Repub","becker 2019"
"5713",5713,"Soldiers",326,"Repub",1400,4000,4000,4486,"C","decentralized",1,2,"",1400,4000,"Soldiers","C1decentralized2Repub","becker 2019"
"5714",5714,"Military",331,"Repub",25,22,NA,15,"C","decentralized",1,2,"",25,NA,"Military","C1decentralized2Repub","becker 2019"
"5715",5715,"Soldiers",331,"Repub",450000,4500,4700,4486,"C","decentralized",1,2,"",450000,4700,"Soldiers","C1decentralized2Repub","becker 2019"
"5716",5716,"Military",348,"Repub",34,37,37,15,"C","decentralized",1,2,"",34,37,"Military","C1decentralized2Repub","becker 2019"
"5717",5717,"Unemployment",349,"Repub",25,25,20,-46,"C","decentralized",1,2,"",25,20,"Unemployment","C1decentralized2Repub","becker 2019"
"5718",5718,"Immigration",349,"Repub",10,45,20,-27.8,"C","decentralized",1,2,"",10,20,"Immigration","C1decentralized2Repub","becker 2019"
"5719",5719,"Unemployment",330,"Repub",12,12,10,-46,"C","decentralized",1,2,"",12,10,"Unemployment","C1decentralized2Repub","becker 2019"
"5720",5720,"Immigration",330,"Repub",30,25,20,-27.8,"C","decentralized",1,2,"",30,20,"Immigration","C1decentralized2Repub","becker 2019"
"5721",5721,"Military",330,"Repub",70,5000,80,15,"C","decentralized",1,2,"2",70,80,"Military","C1decentralized2Repub","becker 2019"
"5722",5722,"Soldiers",330,"Repub",1000,7000,5000,4486,"C","decentralized",1,2,"",1000,5000,"Soldiers","C1decentralized2Repub","becker 2019"
"5723",5723,"Unemployment",338,"Repub",5,8,8,-46,"C","decentralized",1,2,"",5,8,"Unemployment","C1decentralized2Repub","becker 2019"
"5724",5724,"Unemployment",346,"Repub",8,-3,-1,-46,"C","decentralized",1,2,"",8,-1,"Unemployment","C1decentralized2Repub","becker 2019"
"5725",5725,"Immigration",346,"Repub",8,15,20,-27.8,"C","decentralized",1,2,"",8,20,"Immigration","C1decentralized2Repub","becker 2019"
"5726",5726,"Military",346,"Repub",15,18,20,15,"C","decentralized",1,2,"",15,20,"Military","C1decentralized2Repub","becker 2019"
"5727",5727,"Soldiers",346,"Repub",2000,2500,3500,4486,"C","decentralized",1,2,"",2000,3500,"Soldiers","C1decentralized2Repub","becker 2019"
"5728",5728,"Unemployment",342,"Repub",-6,-33,-6,-46,"C","decentralized",1,2,"",-6,-6,"Unemployment","C1decentralized2Repub","becker 2019"
"5729",5729,"Immigration",342,"Repub",10,-10,NA,-27.8,"C","decentralized",1,2,"",10,NA,"Immigration","C1decentralized2Repub","becker 2019"
"5730",5730,"Military",342,"Repub",5,10,15,15,"C","decentralized",1,2,"",5,15,"Military","C1decentralized2Repub","becker 2019"
"5731",5731,"Soldiers",342,"Repub",5000,2500,4000,4486,"C","decentralized",1,2,"",5000,4000,"Soldiers","C1decentralized2Repub","becker 2019"
"5732",5732,"Soldiers",319,"Repub",1600,2800,32000,4486,"C","decentralized",1,2,"",1600,32000,"Soldiers","C1decentralized2Repub","becker 2019"
"5733",5733,"Unemployment",316,"Repub",-2,1,1.6,-46,"C","decentralized",1,2,"",-2,1.6,"Unemployment","C1decentralized2Repub","becker 2019"
"5734",5734,"Unemployment",339,"Repub",7.8,3.7,3.7,-46,"C","decentralized",1,2,"",7.8,3.7,"Unemployment","C1decentralized2Repub","becker 2019"
"5735",5735,"Immigration",339,"Repub",8,36,36,-27.8,"C","decentralized",1,2,"",8,36,"Immigration","C1decentralized2Repub","becker 2019"
"5736",5736,"Military",339,"Repub",40,54,56,15,"C","decentralized",1,2,"",40,56,"Military","C1decentralized2Repub","becker 2019"
"5737",5737,"Soldiers",339,"Repub",284,4486,4486,4486,"C","decentralized",1,2,"",284,4486,"Soldiers","C1decentralized2Repub","becker 2019"
"5738",5738,"Unemployment",340,"Repub",35,5,7,-46,"C","decentralized",1,2,"",35,7,"Unemployment","C1decentralized2Repub","becker 2019"
"5739",5739,"Immigration",340,"Repub",20,50,20,-27.8,"C","decentralized",1,2,"",20,20,"Immigration","C1decentralized2Repub","becker 2019"
"5740",5740,"Unemployment",318,"Repub",-10,6,6,-46,"C","decentralized",1,2,"",-10,6,"Unemployment","C1decentralized2Repub","becker 2019"
"5741",5741,"Immigration",318,"Repub",10,8,15,-27.8,"C","decentralized",1,2,"",10,15,"Immigration","C1decentralized2Repub","becker 2019"
"5742",5742,"Military",318,"Repub",15,15,17,15,"C","decentralized",1,2,"",15,17,"Military","C1decentralized2Repub","becker 2019"
"5743",5743,"Soldiers",318,"Repub",100,150000,4450,4486,"C","decentralized",1,2,"",100,4450,"Soldiers","C1decentralized2Repub","becker 2019"
"5744",5744,"Soldiers",325,"Repub",2000,3500,3500,4486,"C","decentralized",1,2,"",2000,3500,"Soldiers","C1decentralized2Repub","becker 2019"
"5745",5745,"Immigration",317,"Repub",-5,-5,-6,-27.8,"C","decentralized",1,2,"",-5,-6,"Immigration","C1decentralized2Repub","becker 2019"
"5746",5746,"Military",317,"Repub",20,16,16,15,"C","decentralized",1,2,"",20,16,"Military","C1decentralized2Repub","becker 2019"
"5747",5747,"Soldiers",317,"Repub",4000,4000,4000,4486,"C","decentralized",1,2,"",4000,4000,"Soldiers","C1decentralized2Repub","becker 2019"
"5748",5748,"Military",343,"Repub",NA,20,27,15,"C","decentralized",1,2,"",NA,27,"Military","C1decentralized2Repub","becker 2019"
"5749",5749,"Soldiers",343,"Repub",1085,2086,2789,4486,"C","decentralized",1,2,"",1085,2789,"Soldiers","C1decentralized2Repub","becker 2019"
"5750",5750,"Unemployment",381,"Dem",2,3,2.5,-46,"C","decentralized",1,2,"",2,2.5,"Unemployment","C1decentralized2Dem","becker 2019"
"5751",5751,"Military",351,"Dem",30,30,30,15,"C","decentralized",1,2,"",30,30,"Military","C1decentralized2Dem","becker 2019"
"5752",5752,"Military",381,"Dem",40,40,40,15,"C","decentralized",1,2,"",40,40,"Military","C1decentralized2Dem","becker 2019"
"5753",5753,"Soldiers",381,"Dem",5000,5000,5000,4486,"C","decentralized",1,2,"",5000,5000,"Soldiers","C1decentralized2Dem","becker 2019"
"5754",5754,"Immigration",366,"Dem",-50,-50,-50,-27.8,"C","decentralized",1,2,"",-50,-50,"Immigration","C1decentralized2Dem","becker 2019"
"5755",5755,"Immigration",351,"Dem",-5,-5,-5,-27.8,"C","decentralized",1,2,"",-5,-5,"Immigration","C1decentralized2Dem","becker 2019"
"5756",5756,"Unemployment",366,"Dem",-2,-2,2,-46,"C","decentralized",1,2,"",-2,2,"Unemployment","C1decentralized2Dem","becker 2019"
"5757",5757,"Soldiers",375,"Dem",530,4800,4500,4486,"C","decentralized",1,2,"",530,4500,"Soldiers","C1decentralized2Dem","becker 2019"
"5758",5758,"Unemployment",351,"Dem",-10,-10,5,-46,"C","decentralized",1,2,"",-10,5,"Unemployment","C1decentralized2Dem","becker 2019"
"5759",5759,"Immigration",376,"Dem",5,4,-1,-27.8,"C","decentralized",1,2,"",5,-1,"Immigration","C1decentralized2Dem","becker 2019"
"5760",5760,"Soldiers",351,"Dem",3000,20000,20000,4486,"C","decentralized",1,2,"",3000,20000,"Soldiers","C1decentralized2Dem","becker 2019"
"5761",5761,"Unemployment",376,"Dem",-1,-2,-2.5,-46,"C","decentralized",1,2,"",-1,-2.5,"Unemployment","C1decentralized2Dem","becker 2019"
"5762",5762,"Unemployment",379,"Dem",-23,-0.89,-2.34,-46,"C","decentralized",1,2,"",-23,-2.34,"Unemployment","C1decentralized2Dem","becker 2019"
"5763",5763,"Military",375,"Dem",27,21,19,15,"C","decentralized",1,2,"",27,19,"Military","C1decentralized2Dem","becker 2019"
"5764",5764,"Immigration",381,"Dem",1,-1,-1,-27.8,"C","decentralized",1,2,"",1,-1,"Immigration","C1decentralized2Dem","becker 2019"
"5765",5765,"Unemployment",357,"Dem",18,15,-5,-46,"C","decentralized",1,2,"",18,-5,"Unemployment","C1decentralized2Dem","becker 2019"
"5766",5766,"Soldiers",359,"Dem",350000,115000,12000,4486,"C","decentralized",1,2,"",350000,12000,"Soldiers","C1decentralized2Dem","becker 2019"
"5767",5767,"Military",362,"Dem",25,23,22,15,"C","decentralized",1,2,"",25,22,"Military","C1decentralized2Dem","becker 2019"
"5768",5768,"Immigration",374,"Dem",-2,12,0.2,-27.8,"C","decentralized",1,2,"",-2,0.2,"Immigration","C1decentralized2Dem","becker 2019"
"5769",5769,"Soldiers",362,"Dem",NA,NA,6000,4486,"C","decentralized",1,2,"",NA,6000,"Soldiers","C1decentralized2Dem","becker 2019"
"5770",5770,"Unemployment",354,"Dem",-3,-5,-4,-46,"C","decentralized",1,2,"",-3,-4,"Unemployment","C1decentralized2Dem","becker 2019"
"5771",5771,"Unemployment",355,"Dem",100,0.5,50,-46,"C","decentralized",1,2,"",100,50,"Unemployment","C1decentralized2Dem","becker 2019"
"5772",5772,"Soldiers",373,"Dem",15000,1500,2000,4486,"C","decentralized",1,2,"",15000,2000,"Soldiers","C1decentralized2Dem","becker 2019"
"5773",5773,"Soldiers",366,"Dem",10000,10000,7000,4486,"C","decentralized",1,2,"",10000,7000,"Soldiers","C1decentralized2Dem","becker 2019"
"5774",5774,"Unemployment",352,"Dem",6,-6,-6,-46,"C","decentralized",1,2,"",6,-6,"Unemployment","C1decentralized2Dem","becker 2019"
"5775",5775,"Military",365,"Dem",56,54,54,15,"C","decentralized",1,2,"",56,54,"Military","C1decentralized2Dem","becker 2019"
"5776",5776,"Immigration",362,"Dem",25,12,10,-27.8,"C","decentralized",1,2,"",25,10,"Immigration","C1decentralized2Dem","becker 2019"
"5777",5777,"Soldiers",376,"Dem",4000,4000,4500,4486,"C","decentralized",1,2,"",4000,4500,"Soldiers","C1decentralized2Dem","becker 2019"
"5778",5778,"Military",376,"Dem",50,50,49,15,"C","decentralized",1,2,"",50,49,"Military","C1decentralized2Dem","becker 2019"
"5779",5779,"Soldiers",354,"Dem",4000,4000,4000,4486,"C","decentralized",1,2,"",4000,4000,"Soldiers","C1decentralized2Dem","becker 2019"
"5780",5780,"Soldiers",364,"Dem",3200,3000,3500,4486,"C","decentralized",1,2,"",3200,3500,"Soldiers","C1decentralized2Dem","becker 2019"
"5781",5781,"Soldiers",372,"Dem",4000,5400,4500,4486,"C","decentralized",1,2,"",4000,4500,"Soldiers","C1decentralized2Dem","becker 2019"
"5782",5782,"Military",357,"Dem",65,35,40,15,"C","decentralized",1,2,"",65,40,"Military","C1decentralized2Dem","becker 2019"
"5783",5783,"Immigration",384,"Dem",-3,-10,-10,-27.8,"C","decentralized",1,2,"",-3,-10,"Immigration","C1decentralized2Dem","becker 2019"
"5784",5784,"Military",366,"Dem",55,55,55,15,"C","decentralized",1,2,"",55,55,"Military","C1decentralized2Dem","becker 2019"
"5785",5785,"Military",374,"Dem",43,45,43,15,"C","decentralized",1,2,"",43,43,"Military","C1decentralized2Dem","becker 2019"
"5786",5786,"Unemployment",374,"Dem",89,3,4,-46,"C","decentralized",1,2,"",89,4,"Unemployment","C1decentralized2Dem","becker 2019"
"5787",5787,"Military",372,"Dem",40,54,54,15,"C","decentralized",1,2,"",40,54,"Military","C1decentralized2Dem","becker 2019"
"5788",5788,"Military",353,"Dem",45,45,45,15,"C","decentralized",1,2,"",45,45,"Military","C1decentralized2Dem","becker 2019"
"5789",5789,"Immigration",372,"Dem",12,2,-1.33,-27.8,"C","decentralized",1,2,"",12,-1.33,"Immigration","C1decentralized2Dem","becker 2019"
"5790",5790,"Immigration",375,"Dem",2,4,4,-27.8,"C","decentralized",1,2,"",2,4,"Immigration","C1decentralized2Dem","becker 2019"
"5791",5791,"Military",354,"Dem",38,38,38,15,"C","decentralized",1,2,"",38,38,"Military","C1decentralized2Dem","becker 2019"
"5792",5792,"Unemployment",375,"Dem",-4,-4,-4,-46,"C","decentralized",1,2,"",-4,-4,"Unemployment","C1decentralized2Dem","becker 2019"
"5793",5793,"Immigration",367,"Dem",20,4.25,0.3,-27.8,"C","decentralized",1,2,"",20,0.3,"Immigration","C1decentralized2Dem","becker 2019"
"5794",5794,"Unemployment",363,"Dem",-5,-5,-3,-46,"C","decentralized",1,2,"",-5,-3,"Unemployment","C1decentralized2Dem","becker 2019"
"5795",5795,"Military",364,"Dem",40,55,54,15,"C","decentralized",1,2,"",40,54,"Military","C1decentralized2Dem","becker 2019"
"5796",5796,"Unemployment",356,"Dem",45,5,5,-46,"C","decentralized",1,2,"",45,5,"Unemployment","C1decentralized2Dem","becker 2019"
"5797",5797,"Immigration",352,"Dem",-20,-20,-22,-27.8,"C","decentralized",1,2,"",-20,-22,"Immigration","C1decentralized2Dem","becker 2019"
"5798",5798,"Military",355,"Dem",10,15,20,15,"C","decentralized",1,2,"",10,20,"Military","C1decentralized2Dem","becker 2019"
"5799",5799,"Unemployment",377,"Dem",NA,6,-5,-46,"C","decentralized",1,2,"",NA,-5,"Unemployment","C1decentralized2Dem","becker 2019"
"5800",5800,"Soldiers",360,"Dem",1000,3000,4800,4486,"C","decentralized",1,2,"",1000,4800,"Soldiers","C1decentralized2Dem","becker 2019"
"5801",5801,"Unemployment",362,"Dem",-3,-3,-3,-46,"C","decentralized",1,2,"",-3,-3,"Unemployment","C1decentralized2Dem","becker 2019"
"5802",5802,"Immigration",379,"Dem",-6,NA,-11,-27.8,"C","decentralized",1,2,"",-6,-11,"Immigration","C1decentralized2Dem","becker 2019"
"5803",5803,"Immigration",365,"Dem",-2,-4,-4,-27.8,"C","decentralized",1,2,"",-2,-4,"Immigration","C1decentralized2Dem","becker 2019"
"5804",5804,"Soldiers",365,"Dem",120,4491,4520,4486,"C","decentralized",1,2,"",120,4520,"Soldiers","C1decentralized2Dem","becker 2019"
"5805",5805,"Immigration",363,"Dem",45,-15,-15,-27.8,"C","decentralized",1,2,"",45,-15,"Immigration","C1decentralized2Dem","becker 2019"
"5806",5806,"Immigration",354,"Dem",1,2,1,-27.8,"C","decentralized",1,2,"",1,1,"Immigration","C1decentralized2Dem","becker 2019"
"5807",5807,"Soldiers",379,"Dem",5700,12000,5100,4486,"C","decentralized",1,2,"",5700,5100,"Soldiers","C1decentralized2Dem","becker 2019"
"5808",5808,"Soldiers",368,"Dem",50000,10000,10000,4486,"C","decentralized",1,2,"",50000,10000,"Soldiers","C1decentralized2Dem","becker 2019"
"5809",5809,"Unemployment",383,"Dem",-8,-2,-4,-46,"C","decentralized",1,2,"",-8,-4,"Unemployment","C1decentralized2Dem","becker 2019"
"5810",5810,"Unemployment",384,"Dem",-8,-5,-5,-46,"C","decentralized",1,2,"",-8,-5,"Unemployment","C1decentralized2Dem","becker 2019"
"5811",5811,"Immigration",350,"Dem",-1,-5,20,-27.8,"C","decentralized",1,2,"",-1,20,"Immigration","C1decentralized2Dem","becker 2019"
"5812",5812,"Soldiers",357,"Dem",4000,4400,4000,4486,"C","decentralized",1,2,"",4000,4000,"Soldiers","C1decentralized2Dem","becker 2019"
"5813",5813,"Military",373,"Dem",54,16,16,15,"C","decentralized",1,2,"",54,16,"Military","C1decentralized2Dem","becker 2019"
"5814",5814,"Unemployment",350,"Dem",30,15,15,-46,"C","decentralized",1,2,"",30,15,"Unemployment","C1decentralized2Dem","becker 2019"
"5815",5815,"Military",369,"Dem",30,30,30,15,"C","decentralized",1,2,"",30,30,"Military","C1decentralized2Dem","becker 2019"
"5816",5816,"Immigration",378,"Dem",5,8,8,-27.8,"C","decentralized",1,2,"",5,8,"Immigration","C1decentralized2Dem","becker 2019"
"5817",5817,"Unemployment",372,"Dem",-5,-8,-7,-46,"C","decentralized",1,2,"",-5,-7,"Unemployment","C1decentralized2Dem","becker 2019"
"5818",5818,"Military",368,"Dem",80,40,45,15,"C","decentralized",1,2,"",80,45,"Military","C1decentralized2Dem","becker 2019"
"5819",5819,"Soldiers",367,"Dem",3000,3500,4250,4486,"C","decentralized",1,2,"",3000,4250,"Soldiers","C1decentralized2Dem","becker 2019"
"5820",5820,"Immigration",383,"Dem",-15,-15,-10,-27.8,"C","decentralized",1,2,"",-15,-10,"Immigration","C1decentralized2Dem","becker 2019"
"5821",5821,"Military",356,"Dem",40,1000,20,15,"C","decentralized",1,2,"2",40,20,"Military","C1decentralized2Dem","becker 2019"
"5822",5822,"Unemployment",382,"Dem",3,18,15,-46,"C","decentralized",1,2,"",3,15,"Unemployment","C1decentralized2Dem","becker 2019"
"5823",5823,"Military",350,"Dem",40,30,30,15,"C","decentralized",1,2,"",40,30,"Military","C1decentralized2Dem","becker 2019"
"5824",5824,"Soldiers",350,"Dem",100,2000,4400,4486,"C","decentralized",1,2,"",100,4400,"Soldiers","C1decentralized2Dem","becker 2019"
"5825",5825,"Soldiers",377,"Dem",3000,3500,3800,4486,"C","decentralized",1,2,"",3000,3800,"Soldiers","C1decentralized2Dem","becker 2019"
"5826",5826,"Immigration",357,"Dem",-6,-4,-3,-27.8,"C","decentralized",1,2,"",-6,-3,"Immigration","C1decentralized2Dem","becker 2019"
"5827",5827,"Unemployment",369,"Dem",-3,-5,-5,-46,"C","decentralized",1,2,"",-3,-5,"Unemployment","C1decentralized2Dem","becker 2019"
"5828",5828,"Unemployment",368,"Dem",-10,-3,-5.25,-46,"C","decentralized",1,2,"",-10,-5.25,"Unemployment","C1decentralized2Dem","becker 2019"
"5829",5829,"Immigration",377,"Dem",25,10,-1,-27.8,"C","decentralized",1,2,"",25,-1,"Immigration","C1decentralized2Dem","becker 2019"
"5830",5830,"Soldiers",356,"Dem",45,3000,2500,4486,"C","decentralized",1,2,"",45,2500,"Soldiers","C1decentralized2Dem","becker 2019"
"5831",5831,"Immigration",356,"Dem",-10,10,5,-27.8,"C","decentralized",1,2,"",-10,5,"Immigration","C1decentralized2Dem","becker 2019"
"5832",5832,"Soldiers",383,"Dem",5000,5500,5000,4486,"C","decentralized",1,2,"",5000,5000,"Soldiers","C1decentralized2Dem","becker 2019"
"5833",5833,"Unemployment",365,"Dem",2,-7,-7,-46,"C","decentralized",1,2,"",2,-7,"Unemployment","C1decentralized2Dem","becker 2019"
"5834",5834,"Unemployment",367,"Dem",30,-5,1,-46,"C","decentralized",1,2,"",30,1,"Unemployment","C1decentralized2Dem","becker 2019"
"5835",5835,"Unemployment",378,"Dem",-20,-20,-18,-46,"C","decentralized",1,2,"",-20,-18,"Unemployment","C1decentralized2Dem","becker 2019"
"5836",5836,"Military",383,"Dem",50,50,45,15,"C","decentralized",1,2,"",50,45,"Military","C1decentralized2Dem","becker 2019"
"5837",5837,"Unemployment",380,"Dem",2,4,-2,-46,"C","decentralized",1,2,"",2,-2,"Unemployment","C1decentralized2Dem","becker 2019"
"5838",5838,"Military",371,"Dem",40,40,40,15,"C","decentralized",1,2,"",40,40,"Military","C1decentralized2Dem","becker 2019"
"5839",5839,"Immigration",355,"Dem",75,75,75,-27.8,"C","decentralized",1,2,"",75,75,"Immigration","C1decentralized2Dem","becker 2019"
